Date,Estimated revenue (USD)
2019-03-03,0
2019-03-04,0
2019-03-05,0
2019-03-06,0
2019-03-07,0
2019-03-08,0
2019-03-09,0
2019-03-10,0
2019-03-11,0
2019-03-12,0
2019-03-13,0
2019-03-14,0
2019-03-15,0
2019-03-16,0
2019-03-17,0
2019-03-18,0
2019-03-19,0
2019-03-20,0
2019-03-21,0
2019-03-22,0
2019-03-23,0
2019-03-24,0
2019-03-25,0
2019-03-26,0
2019-03-27,0
2019-03-28,0
2019-03-29,0
2019-03-30,0
2019-03-31,0
2019-04-01,0
2019-04-02,0
2019-04-03,0
2019-04-04,0
2019-04-05,0
2019-04-06,0
2019-04-07,0.037
2019-04-08,0.066
2019-04-09,1.562
2019-04-10,3.187
2019-04-11,2.616
2019-04-12,2.822
2019-04-13,2.291
2019-04-14,2.104
2019-04-15,2.259
2019-04-16,4.464
2019-04-17,3.724
2019-04-18,3.221
2019-04-19,3.623
2019-04-20,2.701
2019-04-21,3.764
2019-04-22,3.751
2019-04-23,3.903
2019-04-24,3.17
2019-04-25,3.055
2019-04-26,2.785
2019-04-27,2.686
2019-04-28,3.489
2019-04-29,2.982
2019-04-30,3.746
2019-05-01,4.073
2019-05-02,2.811
2019-05-03,3.724
2019-05-04,2.455
2019-05-05,2.8
2019-05-06,4.418
2019-05-07,3.777
2019-05-08,4.742
2019-05-09,4.943
2019-05-10,3.436
2019-05-11,3.387
2019-05-12,3.239
2019-05-13,5.316
2019-05-14,5.564
2019-05-15,4.009
2019-05-16,4.589
2019-05-17,4.274
2019-05-18,2.33
2019-05-19,2.253
2019-05-20,4.919
2019-05-21,4.353
2019-05-22,4.432
2019-05-23,4.028
2019-05-24,3.955
2019-05-25,2.931
2019-05-26,2.609
2019-05-27,3.602
2019-05-28,15.162
2019-05-29,5.703
2019-05-30,5.407
2019-05-31,3.705
2019-06-01,2.326
2019-06-02,2.345
2019-06-03,4.385
2019-06-04,5.216
2019-06-05,4.697
2019-06-06,4.115
2019-06-07,4.718
2019-06-08,3.052
2019-06-09,3.662
2019-06-10,5.238
2019-06-11,6.263
2019-06-12,5.02
2019-06-13,5.788
2019-06-14,4.066
2019-06-15,2.195
2019-06-16,3.609
2019-06-17,4.053
2019-06-18,5.053
2019-06-19,4.766
2019-06-20,4.365
2019-06-21,4.69
2019-06-22,3.261
2019-06-23,2.726
2019-06-24,6.108
2019-06-25,5.203
2019-06-26,5.149
2019-06-27,4.573
2019-06-28,4.435
2019-06-29,2.849
2019-06-30,6.114
2019-07-01,4.629
2019-07-02,4.945
2019-07-03,4.734
2019-07-04,3.282
2019-07-05,3.026
2019-07-06,3.83
2019-07-07,2.978
2019-07-08,4.567
2019-07-09,5.449
2019-07-10,4.611
2019-07-11,4.295
2019-07-12,3.855
2019-07-13,3.42
2019-07-14,3.104
2019-07-15,5.279
2019-07-16,5.492
2019-07-17,5.037
2019-07-18,4.009
2019-07-19,4.101
2019-07-20,2.871
2019-07-21,2.8
2019-07-22,4.391
2019-07-23,5.92
2019-07-24,5.365
2019-07-25,6.551
2019-07-26,3.932
2019-07-27,3.58
2019-07-28,3.339
2019-07-29,4.838
2019-07-30,5.16
2019-07-31,6.637
2019-08-01,4.662
2019-08-02,5.988
2019-08-03,2.831
2019-08-04,3.149
2019-08-05,3.976
2019-08-06,4.623
2019-08-07,4.258
2019-08-08,4.677
2019-08-09,5.944
2019-08-10,3.125
2019-08-11,3.558
2019-08-12,5.698
2019-08-13,6.157
2019-08-14,5.443
2019-08-15,3.677
2019-08-16,3.993
2019-08-17,2.681
2019-08-18,3.638
2019-08-19,5.096
2019-08-20,5.177
2019-08-21,6.016
2019-08-22,4.891
2019-08-23,4.674
2019-08-24,3.818
2019-08-25,3.669
2019-08-26,6.105
2019-08-27,5.289
2019-08-28,5.715
2019-08-29,4.803
2019-08-30,4.199
2019-08-31,3.254
2019-09-01,3.323
2019-09-02,3.391
2019-09-03,6.177
2019-09-04,5.843
2019-09-05,6.099
2019-09-06,4.213
2019-09-07,3.702
2019-09-08,4.168
2019-09-09,5.949
2019-09-10,6.968
2019-09-11,5.801
2019-09-12,5.132
2019-09-13,4.769
2019-09-14,3.783
2019-09-15,4.837
2019-09-16,6.351
2019-09-17,8.18
2019-09-18,5.615
2019-09-19,5.957
2019-09-20,6.128
2019-09-21,4.025
2019-09-22,4.765
2019-09-23,6.292
2019-09-24,10.783
2019-09-25,8.408
2019-09-26,6.67
2019-09-27,5.782
2019-09-28,5.022
2019-09-29,5.924
2019-09-30,6.336
2019-10-01,8.676
2019-10-02,7.132
2019-10-03,6.782
2019-10-04,6.132
2019-10-05,5.837
2019-10-06,5.938
2019-10-07,10.034
2019-10-08,9.884
2019-10-09,8.49
2019-10-10,8.133
2019-10-11,8.842
2019-10-12,7.019
2019-10-13,8.028
2019-10-14,8.593
2019-10-15,11.544
2019-10-16,8.933
2019-10-17,7.261
2019-10-18,7.578
2019-10-19,6.818
2019-10-20,5.828
2019-10-21,7.857
2019-10-22,8.103
2019-10-23,9.729
2019-10-24,7.563
2019-10-25,6.26
2019-10-26,6.224
2019-10-27,7.384
2019-10-28,10.19
2019-10-29,9.413
2019-10-30,8.553
2019-10-31,6.955
2019-11-01,5.976
2019-11-02,6.608
2019-11-03,6.901
2019-11-04,8.398
2019-11-05,10.925
2019-11-06,9.919
2019-11-07,10.44
2019-11-08,8.741
2019-11-09,6.494
2019-11-10,7.342
2019-11-11,10.291
2019-11-12,10.664
2019-11-13,11.066
2019-11-14,10.395
2019-11-15,9.495
2019-11-16,6.842
2019-11-17,8.672
2019-11-18,13.158
2019-11-19,11.317
2019-11-20,10.683
2019-11-21,13.126
2019-11-22,11.081
2019-11-23,8.766
2019-11-24,10.207
2019-11-25,12.85
2019-11-26,12.517
2019-11-27,11.999
2019-11-28,9.631
2019-11-29,11.859
2019-11-30,10.816
2019-12-01,12.421
2019-12-02,17.075
2019-12-03,15.667
2019-12-04,12.803
2019-12-05,14.664
2019-12-06,12.402
2019-12-07,9.149
2019-12-08,10.827
2019-12-09,14.832
2019-12-10,13.413
2019-12-11,15.531
2019-12-12,11.482
2019-12-13,11.866
2019-12-14,9.11
2019-12-15,9.747
2019-12-16,13.528
2019-12-17,11.217
2019-12-18,13.054
2019-12-19,9.31
2019-12-20,9.874
2019-12-21,7.075
2019-12-22,6.688
2019-12-23,7.864
2019-12-24,9.407
2019-12-25,18.804
2019-12-26,10.934
2019-12-27,10.258
2019-12-28,9.265
2019-12-29,8.736
2019-12-30,10.291
2019-12-31,6.612
2020-01-01,4.872
2020-01-02,7.104
2020-01-03,8.593
2020-01-04,6.027
2020-01-05,6.407
2020-01-06,8.132
2020-01-07,9.104
2020-01-08,10.635
2020-01-09,9.538
2020-01-10,9.275
2020-01-11,7.264
2020-01-12,8.496
2020-01-13,9.48
2020-01-14,9.508
2020-01-15,10.966
2020-01-16,10.072
2020-01-17,8.45
2020-01-18,6.782
2020-01-19,9.782
2020-01-20,10.775
2020-01-21,9.506
2020-01-22,10.612
2020-01-23,10.515
2020-01-24,9.292
2020-01-25,8.151
2020-01-26,8.213
2020-01-27,12.176
2020-01-28,11.287
2020-01-29,13.946
2020-01-30,11.075
2020-01-31,9.913
2020-02-01,8.189
2020-02-02,8.309
2020-02-03,13.993
2020-02-04,14.46
2020-02-05,12.201
2020-02-06,11.628
2020-02-07,10.229
2020-02-08,8.274
2020-02-09,9.893
2020-02-10,11.809
2020-02-11,12.054
2020-02-12,12.591
2020-02-13,13.033
2020-02-14,9.766
2020-02-15,9.112
2020-02-16,11.058
2020-02-17,14.626
2020-02-18,13.447
2020-02-19,14.455
2020-02-20,11.959
2020-02-21,10.699
2020-02-22,9.151
2020-02-23,10.55
2020-02-24,12.324
2020-02-25,13.352
2020-02-26,14.013
2020-02-27,14.565
2020-02-28,10.502
2020-02-29,10.445
2020-03-01,10.308
2020-03-02,13.741
2020-03-03,13.917
2020-03-04,16.215
2020-03-05,11.971
2020-03-06,11.591
2020-03-07,10.178
2020-03-08,10.361
2020-03-09,13.626
2020-03-10,13.452
2020-03-11,15.127
2020-03-12,12.736
2020-03-13,10.833
2020-03-14,8.478
2020-03-15,9.283
2020-03-16,11.653
2020-03-17,13.088
2020-03-18,14.373
2020-03-19,13.222
2020-03-20,10.545
2020-03-21,9.813
2020-03-22,8.172
2020-03-23,11.967
2020-03-24,13.134
2020-03-25,13.883
2020-03-26,12.506
2020-03-27,11.836
2020-03-28,9.272
2020-03-29,11.325
2020-03-30,13.642
2020-03-31,14.172
2020-04-01,15.832
2020-04-02,13.319
2020-04-03,11.193
2020-04-04,9.899
2020-04-05,10.231
2020-04-06,13.026
2020-04-07,14.678
2020-04-08,12.575
2020-04-09,11.876
2020-04-10,12.296
2020-04-11,10.594
2020-04-12,10.182
2020-04-13,13.619
2020-04-14,14.052
2020-04-15,13.015
2020-04-16,12.987
2020-04-17,11.612
2020-04-18,11.511
2020-04-19,14.339
2020-04-20,12.444
2020-04-21,13.246
2020-04-22,14.583
2020-04-23,12.884
2020-04-24,11.383
2020-04-25,9.993
2020-04-26,11.197
2020-04-27,13.009
2020-04-28,13.728
2020-04-29,14.523
2020-04-30,13.909
2020-05-01,11.387
2020-05-02,11.696
2020-05-03,10.088
2020-05-04,12.149
2020-05-05,13.67
2020-05-06,14.808
2020-05-07,16.52
2020-05-08,14.089
2020-05-09,13.629
2020-05-10,12.419
2020-05-11,16.59
2020-05-12,15.683
2020-05-13,16.701
2020-05-14,12.764
2020-05-15,13.552
2020-05-16,14.363
2020-05-17,14.208
2020-05-18,15.896
2020-05-19,16.357
2020-05-20,21.482
2020-05-21,17.804
2020-05-22,18.388
2020-05-23,15.438
2020-05-24,13.895
2020-05-25,16.135
2020-05-26,18.243
2020-05-27,16.965
2020-05-28,16.148
2020-05-29,14.944
2020-05-30,14.019
2020-05-31,13.811
2020-06-01,14.966
2020-06-02,13.391
2020-06-03,17.528
2020-06-04,16.58
2020-06-05,15.091
2020-06-06,15.308
2020-06-07,14.48
2020-06-08,16.56
2020-06-09,20.147
2020-06-10,17.381
2020-06-11,19.192
2020-06-12,16.406
2020-06-13,15.308
2020-06-14,17.11
2020-06-15,19.496
2020-06-16,17.914
2020-06-17,19.325
2020-06-18,22.73
2020-06-19,18.479
2020-06-20,17.103
2020-06-21,20.459
2020-06-22,25.926
2020-06-23,25.34
2020-06-24,27.884
2020-06-25,25.19
2020-06-26,22.254
2020-06-27,18.742
2020-06-28,18.457
2020-06-29,20.175
2020-06-30,22.579
2020-07-01,20.35
2020-07-02,18.695
2020-07-03,17.513
2020-07-04,15.012
2020-07-05,14.079
2020-07-06,20.216
2020-07-07,18.873
2020-07-08,24.441
2020-07-09,21.355
2020-07-10,20.743
2020-07-11,19.551
2020-07-12,21.638
2020-07-13,22.735
2020-07-14,26.189
2020-07-15,23.171
2020-07-16,20.84
2020-07-17,18.606
2020-07-18,17.642
2020-07-19,17.701
2020-07-20,21.882
2020-07-21,23.165
2020-07-22,20.649
2020-07-23,22.204
2020-07-24,21.896
2020-07-25,22.327
2020-07-26,21.547
2020-07-27,23.936
2020-07-28,23.92
2020-07-29,28.154
2020-07-30,23.761
2020-07-31,24.268
2020-08-01,18.324
2020-08-02,22.455
2020-08-03,22.563
2020-08-04,24.316
2020-08-05,23.46
2020-08-06,24.173
2020-08-07,22.884
2020-08-08,20.986
2020-08-09,21.372
2020-08-10,24.172
2020-08-11,24.275
2020-08-12,23.364
2020-08-13,22.81
2020-08-14,24.539
2020-08-15,21.615
2020-08-16,22.499
2020-08-17,24.752
2020-08-18,25.376
2020-08-19,29.962
2020-08-20,24.454
2020-08-21,23.902
2020-08-22,22.596
2020-08-23,24.783
2020-08-24,27.678
2020-08-25,35.69
2020-08-26,28.991
2020-08-27,26.407
2020-08-28,24.795
2020-08-29,23.123
2020-08-30,25.05
2020-08-31,28.762
2020-09-01,33.294
2020-09-02,31.047
2020-09-03,29.46
2020-09-04,27.59
2020-09-05,24.37
2020-09-06,24.722
2020-09-07,27.972
2020-09-08,30.559
2020-09-09,31.284
2020-09-10,32.032
2020-09-11,28.691
2020-09-12,24.013
2020-09-13,27.19
2020-09-14,33.696
2020-09-15,31.365
2020-09-16,32.368
2020-09-17,30.97
2020-09-18,30.575
2020-09-19,25.524
2020-09-20,28.483
2020-09-21,32.214
2020-09-22,34.704
2020-09-23,37.767
2020-09-24,39.311
2020-09-25,29.317
2020-09-26,28.61
2020-09-27,29.39
2020-09-28,33.233
2020-09-29,38.034
2020-09-30,31.454
2020-10-01,32.587
2020-10-02,27.183
2020-10-03,26.89
2020-10-04,28.715
2020-10-05,29.247
2020-10-06,35.958
2020-10-07,33.07
2020-10-08,35.622
2020-10-09,25.889
2020-10-10,25.5
2020-10-11,28.648
2020-10-12,35.327
2020-10-13,39.361
2020-10-14,36.354
2020-10-15,33.393
2020-10-16,31.912
2020-10-17,31.287
2020-10-18,30.68
2020-10-19,38.915
2020-10-20,48.815
2020-10-21,44.58
2020-10-22,38.651
2020-10-23,34.421
2020-10-24,32.336
2020-10-25,36.148
2020-10-26,40.071
2020-10-27,42.716
2020-10-28,43.178
2020-10-29,41.458
2020-10-30,35.72
2020-10-31,30.433
2020-11-01,35.213
2020-11-02,41.586
2020-11-03,34.226
2020-11-04,31.057
2020-11-05,36.534
2020-11-06,29.67
2020-11-07,28.795
2020-11-08,29.548
2020-11-09,33.698
2020-11-10,38.054
2020-11-11,41.841
2020-11-12,41.17
2020-11-13,38.847
2020-11-14,33.832
2020-11-15,40.878
2020-11-16,42.668
2020-11-17,42.131
2020-11-18,45.845
2020-11-19,45.764
2020-11-20,42.908
2020-11-21,42.858
2020-11-22,41.845
2020-11-23,43.142
2020-11-24,42.78
2020-11-25,41.896
2020-11-26,41.68
2020-11-27,47.138
2020-11-28,48.226
2020-11-29,46.655
2020-11-30,61.377
2020-12-01,46.269
2020-12-02,42.829
2020-12-03,40.138
2020-12-04,34.804
2020-12-05,33.868
2020-12-06,35.969
2020-12-07,39.031
2020-12-08,32.674
2020-12-09,38.533
2020-12-10,39.079
2020-12-11,36.302
2020-12-12,36.453
2020-12-13,36.835
2020-12-14,38.347
2020-12-15,38.265
2020-12-16,42.991
2020-12-17,38.758
2020-12-18,35.228
2020-12-19,34.432
2020-12-20,40.322
2020-12-21,41.068
2020-12-22,34.125
2020-12-23,34.065
2020-12-24,26.926
2020-12-25,32.479
2020-12-26,36.952
2020-12-27,38.624
2020-12-28,41.247
2020-12-29,45.08
2020-12-30,36.799
2020-12-31,28.66
2021-01-01,27.395
2021-01-02,27.851
2021-01-03,31.623
2021-01-04,32.841
2021-01-05,35.003
2021-01-06,26.57
2021-01-07,29.703
2021-01-08,26.549
2021-01-09,27.483
2021-01-10,29.479
2021-01-11,34.42
2021-01-12,32.302
2021-01-13,34.144
2021-01-14,33.373
2021-01-15,29.326
2021-01-16,28.224
2021-01-17,32.873
2021-01-18,30.888
2021-01-19,31.444
2021-01-20,30.833
2021-01-21,30.857
2021-01-22,26.064
2021-01-23,30.614
2021-01-24,30.89
2021-01-25,33.541
2021-01-26,31.52
2021-01-27,33.484
2021-01-28,32.335
2021-01-29,31.6
2021-01-30,26.849
2021-01-31,29.441
2021-02-01,31.408
2021-02-02,33.916
2021-02-03,35.31
2021-02-04,34.937
2021-02-05,30.539
2021-02-06,37.791
2021-02-07,36.413
2021-02-08,38.179
2021-02-09,37.114
2021-02-10,34.007
2021-02-11,34.118
2021-02-12,31.203
2021-02-13,33.012
2021-02-14,30.452
2021-02-15,39.425
2021-02-16,35.417
2021-02-17,38.001
2021-02-18,33.238
2021-02-19,32.856
2021-02-20,33.467
2021-02-21,33.651
2021-02-22,36.243
2021-02-23,35.983
2021-02-24,40.244
2021-02-25,35.71
2021-02-26,36.766
2021-02-27,35.5
2021-02-28,36.996
2021-03-01,41.131
2021-03-02,36.053
2021-03-03,33.586
2021-03-04,36.042
2021-03-05,31.83
2021-03-06,32.503
2021-03-07,30.59
2021-03-08,37.786
2021-03-09,34.043
2021-03-10,37.599
2021-03-11,35.998
2021-03-12,30.825
2021-03-13,30.855
2021-03-14,47.892
2021-03-15,42.486
2021-03-16,38.126
2021-03-17,41.855
2021-03-18,40.748
2021-03-19,32.14
2021-03-20,33.875
2021-03-21,36.559
2021-03-22,38.659
2021-03-23,41.46
2021-03-24,38.644
2021-03-25,37.553
2021-03-26,36.33
2021-03-27,34.858
2021-03-28,38.943
2021-03-29,39.331
2021-03-30,34.127
2021-03-31,39.027
2021-04-01,33.275
2021-04-02,28.075
2021-04-03,27.761
2021-04-04,31.941
2021-04-05,34.105
2021-04-06,36.35
2021-04-07,33.702
2021-04-08,37.041
2021-04-09,31.51
2021-04-10,28.01
2021-04-11,31.22
2021-04-12,38.432
2021-04-13,38.043
2021-04-14,37.612
2021-04-15,37.508
2021-04-16,31.313
2021-04-17,31.723
2021-04-18,34.28
2021-04-19,35.315
2021-04-20,37.023
2021-04-21,39.339
2021-04-22,35.143
2021-04-23,34.539
2021-04-24,34.729
2021-04-25,36.399
2021-04-26,44.04
2021-04-27,46.939
2021-04-28,37.587
2021-04-29,38.427
2021-04-30,32.862
2021-05-01,29.136
2021-05-02,32.867
2021-05-03,35.524
2021-05-04,36.941
2021-05-05,36.875
2021-05-06,33.636
2021-05-07,28.837
2021-05-08,26.29
2021-05-09,28.189
2021-05-10,36.534
2021-05-11,50.021
2021-05-12,33.211
2021-05-13,30.838
2021-05-14,28.576
2021-05-15,32.309
2021-05-16,32.766
2021-05-17,35.74
2021-05-18,36.131
2021-05-19,35.929
2021-05-20,35.922
2021-05-21,34.819
2021-05-22,27.879
2021-05-23,31.062
2021-05-24,37.605
2021-05-25,35.621
2021-05-26,39.283
2021-05-27,36.641
2021-05-28,35.554
2021-05-29,33.779
2021-05-30,35.81
2021-05-31,34.557
2021-06-01,37.872
2021-06-02,35.977
2021-06-03,36.722
2021-06-04,34.506
2021-06-05,38.131
2021-06-06,37.293
2021-06-07,42.742
2021-06-08,39.818
2021-06-09,42.349
2021-06-10,42.623
2021-06-11,33.515
2021-06-12,31.947
2021-06-13,34.778
2021-06-14,41.518
2021-06-15,37.585
2021-06-16,42.142
2021-06-17,37.98
2021-06-18,34.182
2021-06-19,33.052
2021-06-20,36.508
2021-06-21,38.968
2021-06-22,42.029
2021-06-23,40.105
2021-06-24,40.848
2021-06-25,34.44
2021-06-26,35.752
2021-06-27,37.609
2021-06-28,41.732
2021-06-29,39.396
2021-06-30,38.457
2021-07-01,34.182
2021-07-02,29.498
2021-07-03,28.97
2021-07-04,27.442
2021-07-05,38.422
2021-07-06,33.6
2021-07-07,35.248
2021-07-08,38.787
2021-07-09,32.457
2021-07-10,31.535
2021-07-11,29.888
2021-07-12,37.474
2021-07-13,34.046
2021-07-14,36.232
2021-07-15,33.449
2021-07-16,36.022
2021-07-17,30.887
2021-07-18,30.065
2021-07-19,35.063
2021-07-20,33.876
2021-07-21,34.103
2021-07-22,37.981
2021-07-23,26.864
2021-07-24,26.398
2021-07-25,30.61
2021-07-26,37.769
2021-07-27,36.966
2021-07-28,33.14
2021-07-29,31.986
2021-07-30,26.975
2021-07-31,32.522
2021-08-01,30.755
2021-08-02,32.514
2021-08-03,28.066
2021-08-04,31.567
2021-08-05,35.742
2021-08-06,31.914
2021-08-07,29.753
2021-08-08,31.129
2021-08-09,33.846
2021-08-10,30.67
2021-08-11,32.843
2021-08-12,32.366
2021-08-13,27.81
2021-08-14,32.876
2021-08-15,28.024
2021-08-16,30.953
2021-08-17,34.955
2021-08-18,37.7
2021-08-19,39.434
2021-08-20,38.233
2021-08-21,33.686
2021-08-22,45.444
2021-08-23,43.849
2021-08-24,40.787
2021-08-25,33.823
2021-08-26,33.406
2021-08-27,31.476
2021-08-28,36.082
2021-08-29,37.251
2021-08-30,41.156
2021-08-31,38.702
2021-09-01,38.031
2021-09-02,42.242
2021-09-03,39.084
2021-09-04,43.048
2021-09-05,43.988
2021-09-06,51.743
2021-09-07,46.246
2021-09-08,52.529
2021-09-09,45.609
2021-09-10,40.05
2021-09-11,38.632
2021-09-12,39.825
2021-09-13,49.78
2021-09-14,42.966
2021-09-15,47.896
2021-09-16,48.556
2021-09-17,50.27
2021-09-18,55.12
2021-09-19,59.685
2021-09-20,78.731
2021-09-21,74.592
2021-09-22,81.899
2021-09-23,74.323
2021-09-24,57.44
2021-09-25,54.744
2021-09-26,51.428
2021-09-27,53.163
2021-09-28,49.843
2021-09-29,50.068
2021-09-30,46.613
2021-10-01,35.442
2021-10-02,32.882
2021-10-03,34.48
2021-10-04,41.496
2021-10-05,42.788
2021-10-06,44.192
2021-10-07,45.64
2021-10-08,38.996
2021-10-09,39.97
2021-10-10,42.187
2021-10-11,41.779
2021-10-12,47.868
2021-10-13,43.868
2021-10-14,51.672
2021-10-15,38.557
2021-10-16,41.192
2021-10-17,40.768
2021-10-18,49.448
2021-10-19,48.644
2021-10-20,42.029
2021-10-21,41.503
2021-10-22,39.175
2021-10-23,41.376
2021-10-24,39.514
2021-10-25,51.263
2021-10-26,47.403
2021-10-27,44.069
2021-10-28,40.427
2021-10-29,44.187
2021-10-30,34.859
2021-10-31,33.873
2021-11-01,39.648
2021-11-02,44.3
2021-11-03,40.743
2021-11-04,38.427
2021-11-05,35.707
2021-11-06,40.521
2021-11-07,45.836
2021-11-08,49.367
2021-11-09,53.546
2021-11-10,42.897
2021-11-11,43.238
2021-11-12,48.167
2021-11-13,44.325
2021-11-14,49.382
2021-11-15,53.595
2021-11-16,49.703
2021-11-17,50.361
2021-11-18,54.645
2021-11-19,48.809
2021-11-20,48.921
2021-11-21,50.724
2021-11-22,59.384
2021-11-23,56.36
2021-11-24,54.002
2021-11-25,51.251
2021-11-26,55.023
2021-11-27,62.283
2021-11-28,56.38
2021-11-29,64.955
2021-11-30,52.856
2021-12-01,47.867
2021-12-02,47.456
2021-12-03,43.978
2021-12-04,44.573
2021-12-05,45.272
2021-12-06,52.227
2021-12-07,44.351
2021-12-08,45.468
2021-12-09,41.843
2021-12-10,42.254
2021-12-11,35.607
2021-12-12,39.148
2021-12-13,41.322
2021-12-14,49.069
2021-12-15,46.768
2021-12-16,38.39
2021-12-17,37.129
2021-12-18,38.453
2021-12-19,37.006
2021-12-20,40.983
2021-12-21,38.704
2021-12-22,38.271
2021-12-23,35.797
2021-12-24,27.1
2021-12-25,26.056
2021-12-26,40.89
2021-12-27,40.129
2021-12-28,40.166
2021-12-29,36.315
2021-12-30,39.535
2021-12-31,31.586
2022-01-01,23.047
2022-01-02,31.148
2022-01-03,35.57
2022-01-04,37.612
2022-01-05,36.316
2022-01-06,32.392
2022-01-07,26.952
2022-01-08,31.575
2022-01-09,34.572
2022-01-10,38.645
2022-01-11,41.802
2022-01-12,34.968
2022-01-13,30.917
2022-01-14,29.956
2022-01-15,30.072
2022-01-16,29.076
2022-01-17,36.104
2022-01-18,35.729
2022-01-19,34.553
2022-01-20,35.822
2022-01-21,31.477
2022-01-22,31.035
2022-01-23,31.516
2022-01-24,38.139
2022-01-25,35.243
2022-01-26,35.8
2022-01-27,34.058
2022-01-28,36.242
2022-01-29,35.115
2022-01-30,36.066
2022-01-31,38.2
2022-02-01,37.429
2022-02-02,38.342
2022-02-03,36.837
2022-02-04,32.798
2022-02-05,34.232
2022-02-06,36.304
2022-02-07,39.781
2022-02-08,35.838
2022-02-09,34.533
2022-02-10,42.059
2022-02-11,36.817
2022-02-12,28.68
2022-02-13,34.187
2022-02-14,40.527
2022-02-15,36.76
2022-02-16,40.807
2022-02-17,37.66
2022-02-18,36.079
2022-02-19,31.663
2022-02-20,33.9
2022-02-21,40.207
2022-02-22,38.663
2022-02-23,40.571
2022-02-24,39.132
2022-02-25,39.869
2022-02-26,36.661
2022-02-27,43.464
2022-02-28,43.025
2022-03-01,35.805
2022-03-02,36.062
2022-03-03,31.222
2022-03-04,34.716
2022-03-05,30.259
2022-03-06,32.611
2022-03-07,36.461
2022-03-08,38.582
2022-03-09,43.299
2022-03-10,40.389
2022-03-11,37.994
2022-03-12,31.347
2022-03-13,31.159
2022-03-14,38.75
2022-03-15,41.757
2022-03-16,36.461
2022-03-17,36.651
2022-03-18,32.839
2022-03-19,33.622
2022-03-20,36.573
2022-03-21,38.67
2022-03-22,38.845
2022-03-23,39.033
2022-03-24,37.747
2022-03-25,32.794
2022-03-26,32.562
2022-03-27,34.454
2022-03-28,39.954
2022-03-29,39.755
2022-03-30,38.627
2022-03-31,33.979
2022-04-01,30.864
2022-04-02,26.803
2022-04-03,33.629
2022-04-04,41.017
2022-04-05,40.794
2022-04-06,34.859
2022-04-07,35.335
2022-04-08,29.104
2022-04-09,27.598
2022-04-10,34.857
2022-04-11,41.476
2022-04-12,39.022
2022-04-13,33.218
2022-04-14,35.261
2022-04-15,35.501
2022-04-16,28.059
2022-04-17,31.106
2022-04-18,39.376
2022-04-19,42.534
2022-04-20,40.458
2022-04-21,39.793
2022-04-22,38.577
2022-04-23,35.729
2022-04-24,39.111
2022-04-25,40.797
2022-04-26,48.478
2022-04-27,39.704
2022-04-28,35.941
2022-04-29,33.694
2022-04-30,31.055
2022-05-01,33.863
2022-05-02,37.417
2022-05-03,39.877
2022-05-04,33.273
2022-05-05,34.063
2022-05-06,32.865
2022-05-07,27.599
2022-05-08,30.68
2022-05-09,40.048
2022-05-10,32.083
2022-05-11,36.324
2022-05-12,33.343
2022-05-13,26.622
2022-05-14,27.907
2022-05-15,29.2
2022-05-16,34.778
2022-05-17,32.582
2022-05-18,32.843
2022-05-19,32.198
2022-05-20,25.434
2022-05-21,26.012
2022-05-22,27.972
2022-05-23,29.305
2022-05-24,37.136
2022-05-25,34.771
2022-05-26,33.312
2022-05-27,36.886
2022-05-28,29.45
2022-05-29,32.53
2022-05-30,29.628
2022-05-31,38.813
2022-06-01,29.541
2022-06-02,32.886
2022-06-03,29.14
2022-06-04,26.843
2022-06-05,30.463
2022-06-06,35.281
2022-06-07,33.75
2022-06-08,33.943
2022-06-09,31.576
2022-06-10,27.95
2022-06-11,29.926
2022-06-12,31.689
2022-06-13,38.113
2022-06-14,33.299
2022-06-15,34.234
2022-06-16,32.017
2022-06-17,26.698
2022-06-18,30.492
2022-06-19,25.725
2022-06-20,37.581
2022-06-21,38.978
2022-06-22,31.286
2022-06-23,32.723
2022-06-24,29.193
2022-06-25,27.706
2022-06-26,27.617
2022-06-27,32.627
2022-06-28,40.013
2022-06-29,32.955
2022-06-30,36.152
2022-07-01,22.327
2022-07-02,23.662
2022-07-03,24.843
2022-07-04,27.383
2022-07-05,34.979
2022-07-06,32.586
2022-07-07,34.867
2022-07-08,26.948
2022-07-09,24.897
2022-07-10,27.971
2022-07-11,34.003
2022-07-12,36.163
2022-07-13,29.712
2022-07-14,28.458
2022-07-15,29.1
2022-07-16,26.082
2022-07-17,29.565
2022-07-18,38.949
2022-07-19,32.408
2022-07-20,29.74
2022-07-21,29.808
2022-07-22,28.305
2022-07-23,26.212
2022-07-24,31.165
2022-07-25,38.301
2022-07-26,28.879
2022-07-27,32.169
2022-07-28,33.926
2022-07-29,28.542
2022-07-30,27.274
2022-07-31,34.2
2022-08-01,30.72
2022-08-02,30.229
2022-08-03,28.478
2022-08-04,27.1
2022-08-05,27.125
2022-08-06,27.918
2022-08-07,27.663
2022-08-08,31.045
2022-08-09,29.254
2022-08-10,30.608
2022-08-11,28.8
2022-08-12,26.844
2022-08-13,26.177
2022-08-14,24.915
2022-08-15,30.675
2022-08-16,33.067
2022-08-17,29.774
2022-08-18,33.887
2022-08-19,29.447
2022-08-20,26.261
2022-08-21,28.712
2022-08-22,37.654
2022-08-23,37.409
2022-08-24,35.665
2022-08-25,32.969
2022-08-26,33.842
2022-08-27,34.003
2022-08-28,35.356
2022-08-29,36.027
2022-08-30,40.157
