Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text
UgyKg6PG8KXIxEslCeV4AaABAg.9J2VGf3Y2mJ9J3fkw5jI-P,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T17:05:42.764685+00:00,0,UgyKg6PG8KXIxEslCeV4AaABAg,FUitbiQ2XG4,"{""text"":""It sounds like you are interested in Control Theory.  It just so happens that I have a playlist on this topic at ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrF9KOQRB9ByfB0EUMwnLO9o"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrF9KOQRB9ByfB0EUMwnLO9o""}},{""text"":"", please feel free to check it out, thanks for watching!""}"
UgwaTUcIbhtRNnFHXYF4AaABAg.9J2wVrM_BWz9J3fZhmmw84,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T17:04:02.616592+00:00,0,UgwaTUcIbhtRNnFHXYF4AaABAg,XQZV-YZ7asE,"{""text"":""Hi TechGuy, it seems that you are working your way through the Flight Mechanics playlist, thanks for all the comments and for watching!""}"
UgwZmxz4NNDOVv1LZ3h4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T16:16:01.935903+00:00,0,,6FZ6sIZSYrc,"{""text"":""In case it is helpful, here are all the Wind Tunnel videos in a single playlist ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEbjML0UneRVLn8YDoxql-i.\r""},{""text"":""\n""},{""text"":""\r""},{""text"":""\n""},{""text"":""All my Flight Mechanics videos in a single playlist are located at ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEx3A6W94sQGClk6Q4YCg-h"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrEx3A6W94sQGClk6Q4YCg-h""}},{""text"":"".  \r""},{""text"":""\n""},{""text"":""\r""},{""text"":""\n""},{""text"":""Please let me know what you think in the comments.  Thanks for watching!""}"
UgzNqgdIHcaTToSq-sR4AaABAg.9J2Bn45XqQw9J2FFis7I54,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T03:46:08.741028+00:00,0,UgzNqgdIHcaTToSq-sR4AaABAg,LftL6dA6tzE,"{""text"":""Gary, thanks for the feedback.  And thanks for actively participating in the discussion, you are rocking the participation points 😀!""}"
UgwFs-Q2uYks317I2-p4AaABAg.9J1k1ZmREI89J1rIkQCWEI,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T00:08:06.303658+00:00,0,UgwFs-Q2uYks317I2-p4AaABAg,wNu5bN7OlTo,"{""text"":""Yes, I'm working on putting this video together.  If you're subscribed hopefully you'll be notified when it goes live.  Thanks for watching!""}"
UgwQU0C8RR_H3F48eoJ4AaABAg.9J1pE3QAv7n9J1rCkoSfRd,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-28T00:07:17.195962+00:00,0,UgwQU0C8RR_H3F48eoJ4AaABAg,HAEBJ3z42Wg,"{""text"":""I'm glad it was helpful, thanks for watching!""}"
Ugy8hzIWiVScNNHPtW94AaABAg.9J-CWBxTm_t9J-WK6iETdz,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-27T02:17:34.248634+00:00,0,Ugy8hzIWiVScNNHPtW94AaABAg,g5EULqpJCQ8,"{""text"":""Ha, that sounds super sketchy 😀!  I use this motorcycle carrier when carrying a full sized motorcycle ""},{""text"":""https://youtu.be/GpA6u3KR7EQ"",""videoLink"":{""externalVideoId"":""GpA6u3KR7EQ""}},{""text"":"".  Thanks for watching!""}"
UgyH-XY0zxTdvhySIgB4AaABAg.9J-UDoo4Mh49J-WApqNEiZ,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-27T02:16:18.226735+00:00,0,UgyH-XY0zxTdvhySIgB4AaABAg,AHj7PQ4SD3w,"{""text"":""That is a good question but unfortunately I'm not sure how it would work if it wasn't in the intended location.  There are other holes that it should probably fit in.  That being said, I've backed out one of the plastic bolts just a little and used it to hand stuff from so it is pretty strong.""}"
Ugy_0LrGo0feKy4ItBJ4AaABAg.9J-0GVON5iu9J-JkhXKiCN,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-27T00:27:44.559788+00:00,0,Ugy_0LrGo0feKy4ItBJ4AaABAg,WEYX-wa9csU,"{""text"":""I'm glad it was helpful.  There are several related videos on the channel.   Please feel free to check them out and I would love to hear what you think in the comments.   Thanks for watching!""}"
UgybMFsaOHqN4TApc6J4AaABAg.9IzqHGFqbul9J-Ji21Vb57,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-27T00:27:22.732185+00:00,0,UgybMFsaOHqN4TApc6J4AaABAg,t98ILS2YdrU,"{""text"":""I'm glad it was helpful.  There are several related videos on the channel.   Please feel free to check them out and I would love to hear what you think in the comments.   Thanks for watching!""}"
UgxvNnIEElYI1BEM07N4AaABAg.9Iygb8knzKi9IzRXIDOdgN,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-26T16:16:26.382383+00:00,0,UgxvNnIEElYI1BEM07N4AaABAg,98Mfe-Vfgo0,"{""text"":""In that case you need to re derive as the definitive of the Euler angle are different""}"
UgxvNnIEElYI1BEM07N4AaABAg.9Iygb8knzKi9IzJWQk0TGu,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-26T15:06:24.97737+00:00,0,UgxvNnIEElYI1BEM07N4AaABAg,98Mfe-Vfgo0,"{""text"":""The Euler sequence we defined is the same as the DCM so can you restate your question?""}"
UgxPmW0ESfuElqXuLyR4AaABAg.9IyB-6UtmZT9IyBcNSLQMF,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-26T04:38:13.133483+00:00,0,UgxPmW0ESfuElqXuLyR4AaABAg,98Mfe-Vfgo0,"{""text"":""John, yes, these are the angles that rotate from the NED to the body frame so they are measured relative to the two frames (with the two intermediate frames in between).""}"
UgzMAqIOMvbxFrp9Ylh4AaABAg.9IxH6DEuykb9IxMqBf2oP6,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T20:56:59.083544+00:00,0,UgzMAqIOMvbxFrp9Ylh4AaABAg,9WnbPodUZEc,"{""text"":""I'm glad it was helpful.   If you have a 3d printer you should print out the mounting bracket that I linked to in the description.   It has been super helpful for storing my vacuum.   Thanks for watching!""}"
UgyWJCfKuf8w3Ml-tMh4AaABAg.9IwQ1cQ8aPA9IwvDgjTa02,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T16:46:55.453116+00:00,0,UgyWJCfKuf8w3Ml-tMh4AaABAg,fAZZJgm096w,"{""text"":""I'm glad it was helpful.  There are several related videos on the channel.   Please feel free to check them out and I would love to hear what you think in the comments.   Thanks for watching!""}"
UgyB7AQxe1_5fmEvkod4AaABAg.9IotXHnlryl9IwtkRoTa4t,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T16:34:03.376521+00:00,0,UgyB7AQxe1_5fmEvkod4AaABAg,c0Lv-mJ_65o,"{""text"":""I'm glad it was useful.  The next video just went live, feel free to check it out and let me know what you think.  Thanks for watching!""}"
UgxVBUG5NWauzb2UsjV4AaABAg.9Iua4tUUh5T9IwtjxdN1lm,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T16:33:59.370699+00:00,0,UgxVBUG5NWauzb2UsjV4AaABAg,c0Lv-mJ_65o,"{""text"":""I'm glad it was useful.  The next video just went live, feel free to check it out and let me know what you think.  Thanks for watching!""}"
UgyWHd-egJXFR7UbsW14AaABAg.9IvDkrFe9q59IvFwZrrKXz,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T01:18:12.433843+00:00,0,UgyWHd-egJXFR7UbsW14AaABAg,9GZjtfYOXao,"{""text"":""Will, good question.  Accelerometers measure translational acceleration, not angular rates.  You could use an accelerometer if the vehicle was not moving (in fact some wind tunnel models use an accelerometer to measure the pitch angle) but these are only valid for static cases.""}"
Ugy4CKF9hztu8PT2_vN4AaABAg.9Iuy53jFy329IvAqlyEXFN,UCPUuVY7w8brL0r__P8UBgyQ,2021-01-25T00:33:43.520888+00:00,0,Ugy4CKF9hztu8PT2_vN4AaABAg,gA-KOk3SAb0,"{""text"":""I'm glad it was entertaining 😀.  There are other similar videos on the channel, feel free to check them out.  Thanks for watching!""}"
