Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text
UgwYsPQDjL_tV1FBGEx4AaABAg.92jXhUnoCTW92jgrqxYmLV,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-19T21:09:02.307688+00:00,0,UgwYsPQDjL_tV1FBGEx4AaABAg,sF_sjFqNFUk,"{""text"":""I'm glad it was helpful.  I have other videos that you might be in interested in regarding Matlab and Simulink.  Thanks for watching!""}"
Ugyzd_VrB4f2xWsstBR4AaABAg.92dES4T9u4Q92e3Z_gv9YZ,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-17T16:40:40.751637+00:00,0,Ugyzd_VrB4f2xWsstBR4AaABAg,ZBafH5fss1E,"{""text"":""I'm glad it was helpful. I have other Matlab videos that you might like on the channel.  Thanks for watching!""}"
UgzBMgKyKnvNFEDJZmZ4AaABAg.92bcfMFdfvt92biA_FlBFB,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-16T18:46:32.662939+00:00,0,UgzBMgKyKnvNFEDJZmZ4AaABAg,Z_V93Ex2VFc,"{""text"":""Unfortunately none of these seats fold forward.  In addition, many of them only recline a few inches.  Thanks for watching!""}"
Ugy5ViBn7GvuBzVJIsB4AaABAg.92_GBk87RDn92a8KHXmcRA,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-16T04:05:19.144431+00:00,0,Ugy5ViBn7GvuBzVJIsB4AaABAg,_upZ13VVSkE,"{""text"":""Thanks for watching, I will try to get back to the ardupilot videos but I've got a few other production in the queue first.""}"
UgxBRUZsmWK8siEwE3p4AaABAg.92U5WBIStCq92URtqkaFiM,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-13T13:41:39.143743+00:00,0,UgxBRUZsmWK8siEwE3p4AaABAg,n829SwSUZ_c,"{""text"":""I'm glad it was helpful thanks for watching!""}"
Ugz7dw9viyoY8-OidYx4AaABAg.92ScjlArEL092SgNiqP-Ug,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-12T21:18:27.536836+00:00,0,Ugz7dw9viyoY8-OidYx4AaABAg,s_ehZc5N7Lg,"{""text"":""I'm glad it was helpful thanks for watching!""}"
UgwGDo8M7b46JuqoQ-d4AaABAg.92N3HZpusQ_92N5B42KqEM,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-10T17:08:28.783792+00:00,0,UgwGDo8M7b46JuqoQ-d4AaABAg,QWb9sq35cNk,"{""text"":""I'm glad it was helpful thanks for watching!""}"
UgzGCiNPK6nX_GaC_4B4AaABAg.91u65XTy-hr92FIbPY5oys,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-07T16:31:52.9439+00:00,0,UgzGCiNPK6nX_GaC_4B4AaABAg,Xaju4l9KTE0,"{""text"":""@Chaturanga"",""mention"":{""externalChannelId"":""UCeO89Lv6yWVXeFQo89pjCtA""}},{""text"":"" , thanks, can you provide a timestamp when this occurs and I'll investigate, thanks!""}"
Ugw_qxqj4qM0dxHMPZN4AaABAg.92DsQiwV81f92E78iJKr_w,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-07T05:32:28.179377+00:00,0,Ugw_qxqj4qM0dxHMPZN4AaABAg,HAEBJ3z42Wg,"{""text"":""I looked at a lot of vendors and the prices seemed to vary quite a bit (especially on shipping).  I ended up going with ""},{""text"":""RealTruck.com"",""link"":{""linkUrl"":""http://realtruck.com/""}},{""text"":"" as they were by far the best deal I could find.  I hope you enjoy the ladder!""}"
UgzKuiKU3EW57N-LNMB4AaABAg.928KMFfvEyM92BWi-L8iB7,UCPUuVY7w8brL0r__P8UBgyQ,2019-12-06T05:18:09.312189+00:00,0,UgzKuiKU3EW57N-LNMB4AaABAg,OE9Va_ky6yU,"{""text"":""Matt, I'm glad you found this.  I've got other videos that go beyond AE501, I hope you find some helpful!""}"
