Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Post ID,Video ID,Comment Text
UgxPCAo2AukoxG5ZZtN4AaABAg.9xdhw2hEEUo9xdj6mNtlSa,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-28T03:54:06.398091+00:00,0,UgxPCAo2AukoxG5ZZtN4AaABAg,,NXjio8N0Gp8,"{""text"":""I know, it is a weird one.  The way I like to think of it is what if there were 1000 doors and the host then opened 998 of them with garbage behind each door.  You would be an idiot if you didn't change doors in this situation :)""}"
UgwsrQmIMul8pkqKOCN4AaABAg.9xdhKT-BjTe9xdi_e348Uy,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-28T03:49:26.684766+00:00,0,UgwsrQmIMul8pkqKOCN4AaABAg,,KAS7JBztw8E,"{""text"":""This would definitely make things more complicated and the PDE might not be separable but it should hopefully be agreeable to numerical techniques.""}"
UgwtAnAqNeojaAvv4dJ4AaABAg.9xPS9jnmugC9xPVXv_tz3T,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-22T05:58:07.854456+00:00,0,UgwtAnAqNeojaAvv4dJ4AaABAg,,lMRnTd8yLeY,"{""text"":""Haha, I didn't even notice that, good observation!""}"
UgwNh6tRondB-ZDxUzN4AaABAg.9xMg1UXOQf39xO5QpzPQFm,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-21T16:50:43.93598+00:00,0,UgwNh6tRondB-ZDxUzN4AaABAg,,KAS7JBztw8E,"{""text"":""Glad it was entertaining!""}"
UgzTABDpF4pKltwl7Wl4AaABAg.9xN-OZjLQbQ9xO5P6XnDUo,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-21T16:50:29.837187+00:00,0,UgzTABDpF4pKltwl7Wl4AaABAg,,ZSNl5crAvsw,"{""text"":""It restricts the class of problem you can solve.  There are other techniques to deal with non-zero boundary conditions.""}"
UgwvyoKWidb4U7pRFsd4AaABAg,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-20T16:13:18.381474+00:00,0,,,bKwfnulkt2U,"{""text"":""In case it is helpful, all my household DIY videos in a single playlist are located at ""},{""text"":""https://www.youtube.com/playlist?list=PLxdnSsBqCrrEt05uhC6NenK_vAOawMuFt"",""playlistLink"":{""externalPlaylistId"":""PLxdnSsBqCrrEt05uhC6NenK_vAOawMuFt""}},{""text"":"".  You can support this channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"" or by clicking on the 'THANKS' button underneath the video.  Please let me know what you think in the comments.  Thanks for watching!""}"
UgyVIB9Kodl9ICEn-XB4AaABAg.9xJumRE1Z3X9xKAwowylPO,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-20T04:21:57.911006+00:00,0,UgyVIB9Kodl9ICEn-XB4AaABAg,,IAut5Y-Ns7g,"{""text"":""You've got some great insights, we're going to explore this in the first part of the HW.""}"
UgxtGZDjTfn7F3wN7ut4AaABAg.9x4ywDG4nwI9x7R5fzLzJc,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-15T05:32:59.651702+00:00,0,UgxtGZDjTfn7F3wN7ut4AaABAg,,THjaxvPBGOU,"{""text"":""We only studied linear ODEs but there are different classifications/families of ODEs as well.""}"
UgzXVjq0dvdQge0N_wt4AaABAg.9x7QVfU8q4w9x7R0aeAQ2U,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-15T05:32:18.036054+00:00,0,UgzXVjq0dvdQge0N_wt4AaABAg,,IAut5Y-Ns7g,"{""text"":""We assume they are small but non-zero so we will indeed have nodes in the middle of the domain.""}"
Ugz1oRStJeWjEyZtcat4AaABAg.9x4FVVVvSKs9x4em7rvrK8,UCPUuVY7w8brL0r__P8UBgyQ,2023-11-14T03:43:32.366865+00:00,0,Ugz1oRStJeWjEyZtcat4AaABAg,,42WBuhVJ7sA,"{""text"":""Yeah, it took some work :)""}"
