Comment ID,Channel ID,Comment Create Timestamp,Price,Parent Comment ID,Video ID,Comment Text
UgwUEHoGvnzrP0uGLVx4AaABAg.9VOlihhvRis9VOn-ikaWxE,UCPUuVY7w8brL0r__P8UBgyQ,2021-12-01T04:09:49.040309+00:00,0,UgwUEHoGvnzrP0uGLVx4AaABAg,ZSNl5crAvsw,"{""text"":""I'm glad it was helpful!""}"
Ugxg5PkRfBE29UR15KN4AaABAg.9VJgGzb2MPN9VJhj0X_4ri,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-29T04:47:30.437616+00:00,0,Ugxg5PkRfBE29UR15KN4AaABAg,I3jiMhVGmcg,"{""text"":""Yes, we'd have to see what type of stress calculation we have but many of these are PDEs as well.""}"
UgylaYCZvgizehOO_7d4AaABAg.9VJ7REH1HQP9VJZWRLxwMJ,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-29T03:27:00.592057+00:00,0,UgylaYCZvgizehOO_7d4AaABAg,FsLFZT44l48,"{""text"":""Yep, I'm still waiting for a deep pocket sponsor for the channel 😊""}"
UgxOT5RBYDJuEnh1VOV4AaABAg.9VE7XzGtWE39VE92hBoqVy,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-27T00:59:33.310844+00:00,0,UgxOT5RBYDJuEnh1VOV4AaABAg,GCESkCyZt4g,"{""text"":""Orkida, do you have a timestamp regarding this question, it would help me answer more completely, thanks.""}"
UgygZWMx5wh7mOis56Z4AaABAg.9V9PAalTCEM9V9Uuhbx9lk,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-25T05:34:21.792654+00:00,0,UgygZWMx5wh7mOis56Z4AaABAg,m7c45On2eYk,"{""text"":""Abram, I find Blender to be an incredibly powerful video editor.  I use it to produce all my YouTube videos.  I've got a playlist of other Blender videos on the channel in case you're interested in learning more (we won't use it again for AE501 unfortunately).""}"
UgxBxXAp3OC5FenPdSl4AaABAg.9V9Tc70OzG09V9U0tLuJzT,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-25T05:26:36.287574+00:00,0,UgxBxXAp3OC5FenPdSl4AaABAg,nIT94ECUvzU,"{""text"":""I'm glad they are entertaining, thanks for watching!""}"
UgyZtPgdI0aLe0he0Jt4AaABAg.9V9S1SETi1m9V9SY159RE6,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-25T05:13:39.249739+00:00,0,UgyZtPgdI0aLe0he0Jt4AaABAg,GCESkCyZt4g,"{""text"":""Right, be careful as the 1D moniker refers to 1 spatial dimension.  There was a temporal dimension so there were 2 independent variables, thereby creating a PDE.  In the HW we examine a steady state solution so there is no temporal dimension but there are 2 spatial dimensions so in terms of number of independent variables, the two systems are similar.""}"
Ugx13asQ5_CKtLqUJAZ4AaABAg.9V2zStcqKqv9V4Ou1V94f9,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-23T06:05:38.42342+00:00,0,Ugx13asQ5_CKtLqUJAZ4AaABAg,lMRnTd8yLeY,"{""text"":""@astall"",""mention"":{""externalChannelId"":""UCof9acpRZv0myB0sAG403Sw""}},{""text"":"" This is some good discussion, we should revisit this next week once we've got the 2D wave equation worked out as this might have application to this discussion.""}"
UgwGSI9c6ovG6ns_XZd4AaABAg.9V49ZsqKWsN9V4BJ0OnZ_O,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-23T04:06:51.249155+00:00,0,UgwGSI9c6ovG6ns_XZd4AaABAg,OUwfE_-tcfo,"{""text"":""Hi Gopal,\r""},{""text"":""\n""},{""text"":""Thanks for reaching out, I'm glad you enjoyed the video.  Unfortunately I'm unable to respond to questions on YouTube due to the sheer volume of inquiries that I receive.  That being said, I hope you'll consider supporting the channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"" as I'll be able to answer questions there.  Given your interest in the topic, I'd love to have you as a Patron as I'm able to talk/interact personally with Patrons.  Thanks for watching!\r""},{""text"":""\n""},{""text"":""-Chris""}"
UgxLeeeae56a5T8_N714AaABAg.9V47eraW2DD9V486-WhOzY,UCPUuVY7w8brL0r__P8UBgyQ,2021-11-23T03:38:51.766905+00:00,0,UgxLeeeae56a5T8_N714AaABAg,n829SwSUZ_c,"{""text"":""Hi Yingkai,\r""},{""text"":""\n""},{""text"":""Thanks for reaching out, I'm glad you enjoyed the video.  Unfortunately I'm unable to respond to questions on YouTube due to the sheer volume of inquiries that I receive.  That being said, I hope you'll consider supporting the channel via Patreon at ""},{""text"":""https://www.patreon.com/christopherwlum"",""link"":{""linkUrl"":""https://www.patreon.com/christopherwlum""}},{""text"":"" as I'll be able to answer questions there.  Given your interest in the topic, I'd love to have you as a Patron as I'm able to talk/interact personally with Patrons.  Thanks for watching!\r""},{""text"":""\n""},{""text"":""-Chris""}"
